Product Category,Product Name,Product Price,Sold Units,Order Date,Region,City,State,Country,Discount,Customer Rating,Ship Date,Revenue,Sales,Profit
Books,Fiction Novel,212.02,19,20/12/2023,Europe,Benjaminbury,Connecticut,Guam,29.46,4,23/12/2023,4028.38,2841.62,424.59
Electronics,Headphones,381.37,12,01/04/2024,Europe,Kyleland,New Jersey,Cote d'Ivoire,27.97,2,01/04/2024,4576.44,3296.41,550.55
Books,Biography,113.83,15,02/02/2023,North America,Sanchezberg,Idaho,Qatar,16.9,3,05/02/2023,1707.45,1418.89,394.42
Home & Kitchen,Microwave,151.1,13,11/07/2024,Europe,Carlosville,Pennsylvania,Djibouti,10.42,5,13/07/2024,1964.3,1759.62,581.04
Apparel,T-Shirt,82.61,11,27/02/2023,North America,South Mark,Oregon,Peru,7.16,1,27/02/2023,908.71,843.65,298.42
Books,Cookbook,398.31,15,10/10/2024,Europe,Lake Emilyside,Arkansas,Dominica,43.87,1,12/10/2024,5974.65,3353.57,-231.22
Beauty,Perfume,476.62,6,10/07/2024,Europe,West Robinberg,New Jersey,Faroe Islands,20.03,2,11/07/2024,2859.72,2286.92,571.09
Home & Kitchen,Microwave,453.26,17,21/06/2023,Australia,Adamfort,Arizona,Korea,32.59,2,22/06/2023,7705.42,5194.22,570.97
Books,Biography,291.17,19,16/01/2024,Europe,Isabellahaven,Washington,Honduras,36.48,4,16/01/2024,5532.23,3514.07,194.73
Apparel,Sweater,278.61,9,24/03/2024,North America,South Williamchester,Georgia,Cape Verde,43.96,3,29/03/2024,2507.49,1405.2,-99.3
Beauty,Lipstick,118.7,4,22/06/2023,Asia,Ingrammouth,Maine,Guernsey,34.8,2,22/06/2023,474.8,309.57,24.69
Apparel,Shoes,208.79,8,18/12/2024,Asia,Harriston,Kentucky,Netherlands Antilles,9.91,3,18/12/2024,1670.32,1504.79,502.6
Home & Kitchen,Coffee Maker,263.28,10,04/06/2023,North America,Ericmouth,Oklahoma,Brunei Darussalam,11.72,5,04/06/2023,2632.8,2324.24,744.56
Books,Children's Book,431.79,16,29/06/2023,Europe,Heidiberg,Delaware,Palau,44.93,4,30/06/2023,6908.64,3804.59,-340.6
Apparel,Sweater,112.14,11,01/07/2024,Europe,Elizabethbury,South Dakota,Albania,42.25,2,02/07/2024,1233.54,712.37,-27.75
Home & Kitchen,Cookware Set,239.38,2,18/02/2023,North America,East Emilyport,Virginia,Saint Vincent and the Grenadines,45.48,1,23/02/2023,478.76,261.02,-26.24
Beauty,Nail Polish,234.07,19,11/04/2024,North America,South Brianburgh,Arkansas,Svalbard & Jan Mayen Islands,19.07,3,17/04/2024,4447.33,3599.22,930.83
Books,Fiction Novel,12.18,17,11/11/2023,North America,South Ashleyview,Mississippi,Switzerland,35.64,3,12/11/2023,207.06,133.26,9.03
Books,Self-Help Guide,216.91,17,11/04/2023,North America,South Charleneport,Hawaii,Taiwan,41.63,3,12/04/2023,3687.47,2152.38,-60.11
Home & Kitchen,Blender,436.94,19,04/03/2024,South America,West Ericamouth,Arkansas,Norway,10.04,5,05/03/2024,8301.86,7468.35,2487.24
Books,Biography,127.68,17,11/06/2024,South America,North Lindsayborough,Kansas,Malawi,0.64,2,13/06/2024,2170.56,2156.67,854.33
Beauty,Perfume,219.95,14,25/06/2024,Australia,Kellytown,Colorado,United States Virgin Islands,45.35,5,25/06/2024,3079.3,1682.84,-164.74
Beauty,Nail Polish,115.09,10,05/02/2023,Europe,Stevenfort,Iowa,Cote d'Ivoire,2.84,5,08/02/2023,1150.9,1118.21,427.67
Books,Fiction Novel,464.1,11,12/03/2023,Asia,South Benjamin,Kansas,Tuvalu,1.89,4,12/03/2023,5105.1,5008.61,1945.55
Apparel,Sweater,473.39,13,23/08/2023,Australia,Kingborough,Arizona,Mali,2.62,5,24/08/2023,6154.07,5992.83,2300.39
Apparel,Sweater,457.31,11,14/09/2023,Australia,Whiteborough,New Jersey,Mongolia,41.04,1,14/09/2023,5030.41,2965.93,-52.32
Beauty,Nail Polish,449.63,6,15/03/2023,Europe,Cruzland,Washington,Nepal,29.43,5,18/03/2023,2697.78,1903.82,285.16
Apparel,Shoes,211.8,5,21/06/2024,South America,Port Andrew,Utah,Kyrgyz Republic,3.3,2,21/06/2024,1059,1024.05,388.65
Home & Kitchen,Coffee Maker,26.89,2,04/12/2023,North America,Lake Latoya,Massachusetts,Saint Barthelemy,22.17,1,07/12/2023,53.78,41.86,9.59
Electronics,Tablet,495.68,7,16/09/2023,South America,Larryport,North Dakota,Paraguay,5.7,3,20/09/2023,3469.76,3271.98,1190.13
Books,Children's Book,368.07,14,10/08/2024,North America,North Johnland,Florida,Samoa,0.18,4,10/08/2024,5152.98,5143.7,2051.92
Home & Kitchen,Microwave,254.59,17,11/08/2024,North America,Johnside,Montana,Guinea,47.03,3,11/08/2024,4328.03,2292.56,-304.26
Beauty,Shampoo,215.72,9,28/06/2023,South America,East Robertburgh,South Dakota,Kyrgyz Republic,42.68,5,29/06/2023,1941.48,1112.86,-52.03
Electronics,Smartwatch,200.19,19,30/07/2023,South America,South Joshua,Minnesota,Romania,26.58,5,01/08/2023,3803.61,2792.61,510.44
Beauty,Nail Polish,405.81,20,09/01/2024,South America,Stantonport,Kentucky,Tokelau,2.24,3,12/01/2024,8116.2,7934.4,3064.68
Electronics,Laptop,349.84,11,19/10/2024,South America,Port Suefurt,Kentucky,Korea,26.34,4,19/10/2024,3848.24,2834.61,525.67
Home & Kitchen,Cookware Set,53.51,4,02/01/2023,North America,Cameronstad,Maryland,French Polynesia,49.12,3,02/01/2023,214.04,108.9,-19.52
Electronics,Smartwatch,250.17,12,06/01/2024,North America,West Kimberlybury,New Mexico,Italy,11.53,4,09/01/2024,3002.04,2655.9,854.68
Apparel,T-Shirt,46.13,10,16/12/2024,Asia,Spencerchester,West Virginia,Nigeria,34.95,1,18/12/2024,461.3,300.08,23.3
Home & Kitchen,Cookware Set,377.77,6,25/02/2023,North America,New Nicolestad,Vermont,Comoros,13.93,3,26/02/2023,2266.62,1950.88,590.91
Books,Children's Book,348.11,4,14/03/2023,Australia,North Tiffanystad,Missouri,Afghanistan,16.76,2,17/03/2023,1392.44,1159.07,323.6
Beauty,Face Cream,206.28,10,31/03/2024,North America,East Jasonstad,North Dakota,Germany,44.04,5,31/03/2024,2062.8,1154.34,-83.34
Apparel,T-Shirt,112.91,9,31/07/2023,North America,South Emilystad,Rhode Island,Venezuela,30.01,2,02/08/2023,1016.19,711.23,101.52
Books,Self-Help Guide,182.41,16,10/05/2023,South America,Lake Maurice,Colorado,Bhutan,8.99,4,10/05/2023,2918.56,2656.18,905.05
Electronics,Smartphone,123.34,15,05/07/2024,North America,Port Vincent,North Dakota,Kazakhstan,34.15,1,07/07/2024,1850.1,1218.29,108.23
Apparel,T-Shirt,499.48,8,02/11/2024,Australia,Port Jasontown,New Jersey,United Arab Emirates,31.08,4,06/11/2024,3995.84,2753.93,356.43
Books,Children's Book,12.89,6,24/05/2023,South America,East Travis,Alaska,Aruba,11.51,5,26/05/2023,77.34,68.44,22.03
Home & Kitchen,Vacuum Cleaner,336.17,10,17/07/2023,Europe,Lemouth,Utah,Zimbabwe,46.17,3,17/07/2023,3361.7,1809.6,-207.42
Electronics,Headphones,85.09,9,22/05/2023,Europe,New Andreaville,Tennessee,Lithuania,35.31,4,22/05/2023,765.81,495.4,35.92
Books,Self-Help Guide,232.35,20,28/08/2023,Europe,Lake Timothymouth,Colorado,Chad,31.67,2,29/08/2023,4647,3175.3,387.1
Electronics,Laptop,287.34,4,13/05/2024,Australia,Lake Nathanborough,Delaware,Albania,20.86,1,13/05/2024,1149.36,909.6,219.99
Books,Self-Help Guide,293.91,8,30/01/2024,Europe,Port Shawn,Alaska,Oman,4.43,3,01/02/2024,2351.28,2247.12,836.35
Beauty,Face Cream,488.33,9,08/05/2023,Australia,Port Chelseaville,Ohio,Montenegro,38.52,4,08/05/2023,4394.97,2702.03,65.05
Home & Kitchen,Cookware Set,234.56,5,26/08/2024,South America,West Jessicahaven,South Dakota,Israel,19.7,1,27/08/2024,1172.8,941.76,238.08
Apparel,Jacket,73.62,4,28/09/2024,South America,Port Elizabeth,Nevada,Netherlands Antilles,26.69,4,04/10/2024,294.48,215.88,39.2
Books,Cookbook,353.05,7,24/01/2024,South America,East Melissa,Pennsylvania,Haiti,32.13,2,28/01/2024,2471.35,1677.31,194.5
Electronics,Headphones,96.55,18,16/07/2023,Australia,Johnsonshire,New Jersey,Kazakhstan,25.59,4,16/07/2023,1737.9,1293.17,250.43
Home & Kitchen,Blender,436.42,17,06/04/2023,South America,Bowenfort,Kansas,Timor-Leste,40.54,3,06/04/2023,7419.14,4411.42,-40.06
Apparel,Shoes,315.27,6,06/08/2023,North America,Simmonsberg,Pennsylvania,Morocco,7.02,5,10/08/2023,1891.62,1758.83,623.86
Electronics,Smartphone,353.43,1,31/03/2024,Australia,East Rhonda,Alabama,Antarctica (the territory South of 60 deg S),6.86,1,02/04/2024,353.43,329.18,117.13
Home & Kitchen,Microwave,5.68,20,24/09/2023,North America,Danielville,Michigan,Congo,31.76,3,24/09/2023,113.6,77.52,9.36
Electronics,Smartwatch,315.52,2,04/06/2024,South America,North Crystalshire,Mississippi,Estonia,26,3,09/06/2024,631.04,466.97,88.35
Home & Kitchen,Cookware Set,195.52,18,02/03/2024,Asia,Royshire,New Hampshire,Sri Lanka,17.44,2,06/03/2024,3519.36,2905.58,793.97
Apparel,Shoes,346.92,18,26/08/2023,Asia,Josephborough,Arizona,Netherlands,49.21,5,29/08/2023,6244.56,3171.61,-575.12
Apparel,T-Shirt,267.81,7,05/07/2023,South America,Davisburgh,Montana,Saint Pierre and Miquelon,38.05,2,05/07/2023,1874.67,1161.36,36.56
Electronics,Smartwatch,151.81,1,15/09/2024,North America,Thompsonstad,Alabama,Reunion,15.15,4,15/09/2024,151.81,128.81,37.72
Home & Kitchen,Blender,377.68,16,30/04/2024,South America,East Amy,Arizona,Sierra Leone,22.94,4,30/04/2024,6042.88,4656.64,1030.92
Books,Fiction Novel,350.54,1,13/10/2023,Australia,Lake Shawnland,Rhode Island,Colombia,34.87,4,15/10/2023,350.54,228.31,17.98
Apparel,Jeans,308.19,12,12/05/2024,Australia,South Christinaberg,Oregon,Guadeloupe,12.82,5,15/05/2024,3698.28,3224.16,1005.19
Books,Biography,289.74,7,31/05/2023,Asia,Brooksbury,Delaware,Egypt,22.9,5,05/06/2023,2028.18,1563.73,346.82
Books,Self-Help Guide,107.54,10,17/02/2024,Australia,Leetown,Rhode Island,Anguilla,0.19,5,17/02/2024,1075.4,1073.36,428.12
Beauty,Lipstick,343.91,19,11/02/2024,Europe,Lynchside,California,Ireland,17.37,5,11/02/2024,6534.29,5399.28,1478.71
Electronics,Headphones,312.13,14,30/05/2024,North America,East Ambermouth,Utah,Azerbaijan,35.89,4,02/06/2024,4369.82,2801.49,179.6
Electronics,Laptop,171.17,15,20/12/2023,North America,Hartmanfurt,North Carolina,Vanuatu,3.68,5,21/12/2023,2567.55,2473.06,932.53
Electronics,Laptop,466.46,17,19/12/2024,North America,Lake Eric,Arkansas,Guinea,41.41,5,19/12/2024,7929.82,4646.08,-111.81
Home & Kitchen,Cookware Set,259.79,5,10/07/2024,South America,North Petermouth,Florida,Myanmar,49.89,5,10/07/2024,1298.95,650.9,-128.47
Apparel,Sweater,455.45,15,04/06/2024,South America,Curtishaven,Pennsylvania,Rwanda,1.82,4,06/06/2024,6831.75,6707.41,2608.36
Apparel,Sweater,185.18,10,17/09/2023,South America,Comptonburgh,New Hampshire,Macao,17.44,4,20/09/2023,1851.8,1528.85,417.77
Beauty,Shampoo,30.52,4,24/06/2023,Asia,West Kristimouth,North Carolina,Cote d'Ivoire,27.42,3,24/06/2023,122.08,88.61,15.36
Beauty,Face Cream,194.56,4,26/11/2024,Europe,South Ashleyside,Illinois,Macedonia,10.6,3,27/11/2024,778.24,695.75,228.8
Beauty,Shampoo,235.35,15,27/05/2023,Europe,North Virginia,Idaho,Myanmar,38.99,3,27/05/2023,3530.25,2153.81,35.66
Books,Self-Help Guide,25.23,14,06/08/2024,Australia,Port Wendyview,North Dakota,Albania,12.23,3,08/08/2024,353.22,310.02,98.09
Electronics,Smartwatch,186.38,16,10/02/2024,North America,Benjaminberg,Oklahoma,Bhutan,43.1,5,12/02/2024,2982.08,1696.8,-92.44
Home & Kitchen,Microwave,325.85,9,10/08/2023,North America,New Evanfort,Massachusetts,Maldives,21.63,3,14/08/2023,2932.65,2298.32,538.73
Apparel,Jacket,353.91,3,18/11/2024,Europe,South Sarah,Utah,United States Minor Outlying Islands,46.49,4,19/11/2024,1061.73,568.13,-68.91
Home & Kitchen,Blender,282.58,5,20/10/2023,Australia,East Laura,Colorado,Philippines,30.23,3,23/10/2023,1412.9,985.78,138.04
Electronics,Laptop,387.92,9,23/11/2023,North America,Byrdmouth,North Carolina,Afghanistan,30.94,1,24/11/2023,3491.28,2411.08,316.31
Electronics,Laptop,73.51,4,30/01/2023,North America,Port Teresa,Florida,Korea,14.51,2,30/01/2023,294.04,251.37,74.95
Apparel,T-Shirt,170.79,12,10/06/2024,South America,Collinsland,California,Angola,6.98,3,10/06/2024,2049.48,1906.43,676.74
Books,Fiction Novel,272.12,3,22/08/2024,North America,East Vincenttown,Iowa,Western Sahara,27.88,1,23/08/2024,816.36,588.76,98.94
Beauty,Shampoo,326.27,8,06/06/2024,Asia,East Melissashire,Tennessee,Malawi,49.37,1,07/06/2024,2610.16,1321.52,-244.57
Books,Biography,370,3,09/10/2024,North America,East Christopherburgh,South Carolina,Tunisia,37.35,5,09/10/2024,1110,695.42,29.42
Electronics,Smartphone,377.38,11,05/07/2024,South America,Lake Michaelborough,Utah,Saudi Arabia,7,2,06/07/2024,4151.18,3860.6,1369.89
Electronics,Smartphone,436.21,6,10/11/2024,South America,Davidstad,Nevada,Saint Vincent and the Grenadines,21.11,5,12/11/2024,2617.26,2064.76,494.4
Books,Fiction Novel,352.91,17,26/10/2023,Asia,Port Justin,Massachusetts,Venezuela,11.64,2,28/10/2023,5999.47,5301.13,1701.45
Beauty,Nail Polish,377.82,11,11/05/2023,Asia,South Amandatown,North Dakota,Sao Tome and Principe,49.93,4,14/05/2023,4156.02,2080.92,-412.69
Beauty,Face Cream,381.64,9,15/10/2023,Asia,Oconnorbury,New Jersey,Albania,36.67,1,18/10/2023,3434.76,2175.23,114.38
Electronics,Laptop,163.63,15,12/10/2024,South America,Kaitlynside,Ohio,Zimbabwe,17.8,3,15/10/2024,2454.45,2017.56,544.89
Beauty,Face Cream,449.48,17,11/12/2023,Europe,North Diana,New York,Mongolia,1.44,5,13/12/2023,7641.16,7531.13,2946.43
Beauty,Lipstick,254.27,3,29/06/2023,South America,New Daniel,South Dakota,American Samoa,36.42,4,02/07/2023,762.81,484.99,27.31
Apparel,T-Shirt,214.35,11,31/10/2024,Asia,Jonesfort,Wyoming,Dominican Republic,20.28,2,31/10/2024,2357.85,1879.68,464.97
Apparel,Sweater,31.96,2,13/05/2024,Europe,Shawnstad,Mississippi,Maldives,24.29,4,13/05/2024,63.92,48.39,10.04
Home & Kitchen,Blender,189.54,14,03/07/2023,North America,Collinsburgh,Maine,Christmas Island,23.95,3,03/07/2023,2653.56,2018.03,425.9
Books,Self-Help Guide,228.94,4,21/12/2024,Europe,Oneillside,Michigan,Tonga,43.34,1,22/12/2024,915.76,518.87,-30.59
Electronics,Smartwatch,253.22,17,15/02/2023,Asia,Jeremyburgh,Nevada,Lao People's Democratic Republic,25.45,5,19/02/2023,4304.74,3209.18,626.34
Beauty,Nail Polish,415.63,11,28/09/2024,North America,Kevinmouth,Georgia,Switzerland,23.94,2,28/09/2024,4571.93,3477.41,734.25
Home & Kitchen,Microwave,237.73,7,16/02/2023,North America,Abbottborough,Pennsylvania,Guatemala,43.49,3,16/02/2023,1664.11,940.39,-58.08
Apparel,T-Shirt,268.29,18,06/02/2024,Asia,Erikmouth,Missouri,Malaysia,6.26,4,07/02/2024,4829.22,4526.91,1629.38
Beauty,Face Cream,413.56,2,31/08/2023,Europe,Matthewstad,Alaska,Bulgaria,26.54,2,02/09/2023,827.12,607.6,111.33
Books,Biography,450.23,1,16/11/2024,Asia,Smithfort,Kentucky,Cocos (Keeling) Islands,40.52,5,17/11/2024,450.23,267.8,-2.34
Apparel,Jeans,228.73,8,09/11/2023,Europe,Port Edward,Indiana,Turkmenistan,10.84,5,09/11/2023,1829.84,1631.49,533.58
Electronics,Laptop,187.23,5,22/02/2023,Asia,East Jacobville,Oregon,Cayman Islands,46.34,1,23/02/2023,936.15,502.34,-59.35
Beauty,Face Cream,338.29,19,11/04/2023,Australia,East Amandaview,Arizona,United Arab Emirates,21.62,1,11/04/2023,6427.51,5037.88,1181.38
Home & Kitchen,Cookware Set,348.15,13,26/02/2023,Australia,West Paula,Mississippi,Cocos (Keeling) Islands,26.3,2,01/03/2023,4525.95,3335.63,620.06
Electronics,Headphones,489.15,8,11/11/2024,North America,Glassview,Iowa,Niger,33.24,3,12/11/2024,3913.2,2612.45,264.53
Beauty,Perfume,442.15,7,06/03/2023,Australia,New Felicia,South Dakota,Bermuda,17.88,5,06/03/2023,3095.05,2541.66,684.63
Beauty,Lipstick,98.24,9,09/02/2024,Asia,Barbaraland,New Jersey,Saint Martin,4.39,3,09/02/2024,884.16,845.35,314.85
Beauty,Lipstick,442.57,16,31/01/2024,Australia,Haroldland,South Dakota,Slovenia,32.74,3,02/02/2024,7081.12,4762.76,514.09
Beauty,Perfume,48.22,5,27/01/2023,South America,Robinport,Rhode Island,Slovenia,43.95,4,28/01/2023,241.1,135.14,-9.52
Beauty,Shampoo,198.39,16,01/06/2024,South America,Petersonside,Michigan,Philippines,39.12,5,01/06/2024,3174.24,1932.48,27.93
Electronics,Laptop,93.51,6,14/02/2023,South America,Brandifurt,Michigan,Syrian Arab Republic,8.07,2,18/02/2023,561.06,515.78,179.15
Books,Children's Book,479.34,16,03/05/2023,Asia,Harveyborough,South Dakota,Namibia,46.22,4,05/05/2023,7669.44,4124.62,-477.04
Books,Biography,43.09,10,10/06/2023,Asia,Christophermouth,Nebraska,Guyana,8.59,3,11/06/2023,430.9,393.89,135.35
Electronics,Laptop,86.56,5,29/04/2023,South America,Ronaldhaven,Rhode Island,Iceland,7.95,4,29/04/2023,432.8,398.39,138.71
Books,Biography,60.45,7,20/09/2023,Asia,Robertfurt,Kansas,Indonesia,21.26,1,20/09/2023,423.15,333.19,79.3
Home & Kitchen,Vacuum Cleaner,78.24,3,21/12/2024,Australia,South Masonmouth,Indiana,Maldives,21.75,1,22/12/2024,234.72,183.67,42.84
Home & Kitchen,Blender,79.5,17,25/01/2024,Australia,Sharonport,Montana,Marshall Islands,25.74,3,26/01/2024,1351.5,1003.62,192.72
Electronics,Smartphone,106.11,7,11/04/2023,Australia,Lisaborough,Nevada,Lao People's Democratic Republic,34.56,4,14/04/2023,742.77,486.07,40.41
Home & Kitchen,Vacuum Cleaner,476.29,1,27/03/2023,Europe,Nicoleland,New Jersey,Belize,0.56,5,27/03/2023,476.29,473.62,187.85
Electronics,Smartphone,16.23,14,11/04/2023,North America,East Tammy,Texas,Indonesia,34.96,4,15/04/2023,227.22,147.78,11.45
Home & Kitchen,Cookware Set,211.19,3,16/08/2023,North America,Robertview,Alaska,Belgium,9.74,2,16/08/2023,633.57,571.86,191.72
Apparel,Shoes,342.79,16,14/12/2023,North America,Cainton,Texas,Saint Pierre and Miquelon,32.18,2,15/12/2023,5484.64,3719.68,428.9
Electronics,Tablet,466.2,18,10/10/2023,South America,Knightview,New York,Croatia,4.28,2,10/10/2023,8391.6,8032.44,2997.48
Beauty,Nail Polish,239.58,20,10/02/2024,Europe,Port Brian,Minnesota,Botswana,19.76,1,11/02/2024,4791.6,3844.78,969.82
Home & Kitchen,Cookware Set,212.96,7,22/10/2023,Asia,Nancyville,Hawaii,Reunion,40.85,4,23/10/2023,1490.72,881.76,-12.67
Apparel,Jacket,370.17,6,12/04/2023,North America,Hillton,Colorado,Burkina Faso,8.45,1,13/04/2023,2221.02,2033.34,700.73
Electronics,Laptop,15.63,2,11/06/2024,Europe,Smithland,North Carolina,Spain,27.51,4,16/06/2024,31.26,22.66,3.9
Home & Kitchen,Vacuum Cleaner,98.59,14,08/10/2024,South America,New Shelley,Michigan,Georgia,32.04,3,13/10/2024,1380.26,938.02,109.87
Beauty,Face Cream,15.91,9,14/07/2023,North America,Griffithhaven,South Carolina,Korea,33.8,5,14/07/2023,143.19,94.79,8.88
Home & Kitchen,Coffee Maker,401.98,20,19/05/2023,South America,Victoriachester,Wisconsin,Mongolia,35.71,3,19/05/2023,8039.6,5168.66,344.9
Apparel,Jacket,418.3,13,07/01/2024,Europe,Lake Jennifer,Utah,Chad,48.37,5,07/01/2024,5437.9,2807.59,-455.15
Books,Biography,262.21,19,06/05/2023,Europe,East Helenfort,Virginia,Turkey,0.03,1,10/05/2023,4981.99,4980.5,1991.3
Books,Biography,171.26,8,15/06/2023,Europe,Morrisland,Montana,Burundi,14.57,3,17/06/2023,1370.08,1170.46,348.41
Apparel,Jeans,291.46,12,14/05/2023,South America,Meganland,Colorado,Saint Kitts and Nevis,29.19,2,16/05/2023,3497.52,2476.59,378.08
Apparel,Sweater,329.6,16,29/12/2024,Australia,East Ashleyville,North Dakota,Congo,40.42,1,29/12/2024,5273.6,3142.01,-22.15
Electronics,Headphones,394.48,17,03/08/2024,South America,Port Chelsea,Pennsylvania,Monaco,28.28,4,06/08/2024,6706.16,4809.66,785.96
Books,Children's Book,245.64,6,25/07/2024,Asia,Danielland,Iowa,Austria,5.31,1,29/07/2024,1473.84,1395.58,511.28
Electronics,Laptop,334.6,10,17/09/2023,North America,New Theresa,West Virginia,Rwanda,16.17,2,17/09/2023,3346,2804.95,797.35
Home & Kitchen,Vacuum Cleaner,267.43,8,29/10/2024,Europe,Port Jeremyland,Florida,New Zealand,31.12,2,31/10/2024,2139.44,1473.65,189.98
Apparel,Shoes,276.49,10,28/06/2024,Australia,Cathyberg,South Carolina,Timor-Leste,24.01,4,30/06/2024,2764.9,2101.05,442.11
Electronics,Laptop,231.71,16,02/12/2023,Europe,Kristintown,Hawaii,Egypt,7.61,3,03/12/2023,3707.36,3425.23,1200.81
Apparel,Shoes,285.79,16,19/04/2023,North America,East Johnny,Ohio,Guernsey,16.14,2,19/04/2023,4572.64,3834.62,1091.03
Electronics,Headphones,449.65,13,17/11/2023,South America,Rickymouth,Oklahoma,Pakistan,30.16,2,18/11/2023,5845.45,4082.46,575.19
Home & Kitchen,Blender,156.72,20,16/11/2023,Asia,Parkerside,South Carolina,Pitcairn Islands,24.8,1,21/11/2023,3134.4,2357.07,476.43
Home & Kitchen,Coffee Maker,395.69,12,11/11/2023,South America,Emmastad,Illinois,Cape Verde,14.82,2,12/11/2023,4748.28,4044.58,1195.62
Beauty,Face Cream,117.26,18,06/02/2023,North America,North Janiceburgh,Massachusetts,British Indian Ocean Territory (Chagos Archipelago),27.45,4,07/02/2023,2110.68,1531.3,264.89
Books,Biography,189.09,16,20/05/2023,Australia,New Kristinemouth,Wisconsin,Mali,9.4,2,25/05/2023,3025.44,2741.05,925.78
Beauty,Nail Polish,147.63,10,05/08/2024,Asia,South Michaelview,Illinois,Bouvet Island (Bouvetoya),27.85,4,09/08/2024,1476.3,1065.15,179.37
Books,Children's Book,423.53,4,14/04/2024,Asia,Lake Anne,Oregon,Uzbekistan,47.98,1,17/04/2024,1694.12,881.28,-135.19
Home & Kitchen,Cookware Set,78.43,8,01/02/2023,Europe,Karenside,Hawaii,Heard Island and McDonald Islands,26.61,5,04/02/2023,627.44,460.48,84.01
Electronics,Smartphone,145.77,4,15/12/2023,Australia,Butlerport,Alabama,Guatemala,15.85,4,16/12/2023,583.08,490.66,140.81
Apparel,Jeans,478.33,10,30/07/2023,Europe,North Robert,South Dakota,Saint Pierre and Miquelon,46.21,2,30/07/2023,4783.3,2572.94,-297.04
Home & Kitchen,Microwave,311.22,14,01/11/2023,Asia,Ellenchester,Washington,Maldives,45.92,3,04/11/2023,4357.08,2356.31,-257.94
Home & Kitchen,Microwave,84.59,15,20/03/2024,Europe,Alejandrabury,Massachusetts,Palau,47.06,3,20/03/2024,1268.85,671.73,-89.58
Electronics,Laptop,269.98,11,06/02/2024,Australia,New Robert,Montana,Ireland,14.55,4,11/02/2024,2969.78,2537.68,755.81
Home & Kitchen,Cookware Set,95.23,8,22/10/2024,Asia,West Markburgh,West Virginia,Liechtenstein,38.66,3,23/10/2024,761.84,467.31,10.21
Home & Kitchen,Coffee Maker,91.8,14,12/06/2024,Europe,Alvaradofurt,Montana,Antarctica (the territory South of 60 deg S),5.47,4,12/06/2024,1285.2,1214.9,443.78
Electronics,Headphones,355.52,4,06/05/2024,Europe,Jacksonberg,Delaware,Latvia,47.36,2,06/05/2024,1422.08,748.58,-104.67
